wp1,wp2,wp3,wp4,wp5,wp6,wp7
0.14,0,0.198,0.077,0.015,0.039,0
0.08,0.011,0.119,0.116,0.035,0.316,0.025
0.01,0.005,0.119,0.116,0.035,0.342,0.177
0.035,0.011,0.148,0.11,0.056,0.118,0.076
0.06,0,0.227,0.088,0.051,0.118,0.076
0.241,0.175,0.089,0.441,0.404,0.224,0.126
0.226,0.159,0.089,0.496,0.334,0.474,0.051
0.206,0.148,0.04,0.182,0.248,0.434,0.126
0.165,0.175,0.01,0.094,0.278,0.171,0.076
0.165,0.19,0.01,0.138,0.278,0.105,0
0.276,0.222,0,0.083,0.217,0.053,0
0.236,0.148,0.01,0.033,0.086,0.039,0
0.145,0.18,0.069,0.094,0.071,0.066,0.025
0.12,0.148,0.168,0.061,0.086,0.105,0.101
0.216,0.116,0.217,0.039,0.096,0.118,0.126
0.16,0.09,0.138,0.039,0.081,0.092,0.126
0.07,0.069,0.079,0.039,0.025,0.145,0.101
0.125,0.079,0.099,0.116,0.005,0.132,0.076
0.105,0.079,0.119,0.193,0,0.158,0.101
0.125,0.053,0.188,0.116,0.015,0.211,0.227
0.125,0.037,0.188,0.066,0.02,0.158,0.152
0.16,0.063,0.188,0.121,0.035,0.158,0.177
0.19,0.101,0.277,0.094,0.091,0.145,0.429
0.306,0.111,0.514,0.132,0.091,0.092,0.354
0.316,0.106,0.553,0.088,0.091,0.132,0.202
0.256,0.148,0.494,0.039,0.116,0.132,0.227
0.221,0.159,0.484,0,0.091,0.092,0.253
0.15,0.196,0.623,0.017,0.02,0,0.227
0.206,0.169,0.692,0.05,0.187,0,0.177
0.226,0.058,0.534,0.017,0.657,0,0.076
0.256,0.095,0.425,0,0.571,0,0.051
0.211,0.196,0.267,0.083,0.364,0,0
0.261,0.106,0.188,0.193,0.273,0,0.051
0.261,0.005,0.267,0.275,0.228,0.211,0.076
0.441,0,0.267,0.314,0.303,0.368,0.101
0.416,0,0.326,0.369,0.298,0.316,0.025
0.586,0,0.375,0.275,0.324,0.026,0
0.682,0,0.267,0.088,0.501,0.039,0
0.421,0,0.257,0.303,0.521,0.026,0
0.326,0.016,0.217,0.353,0.703,0.013,0
0.236,0.048,0.158,0.248,0.789,0,0
0.165,0.132,0.198,0.187,0.046,0.171,0.126
0.231,0.132,0.119,0.22,0.02,0.092,0.126
0.185,0.302,0.119,0.154,0.02,0.092,0.177
0.236,0.333,0.099,0.077,0.005,0.092,0.126
0.281,0.418,0.069,0.006,0,0.079,0.025
0.226,0.556,0.198,0,0,0.053,0.076
0.195,0.54,0.316,0,0.015,0.092,0.126
0.175,0.55,0.632,0,0,0.079,0.101
0.211,0.444,0.316,0,0,0.158,0.126
0.185,0.386,0.109,0.011,0,0.184,0.025
0.08,0.243,0.138,0,0.354,0.079,0
0.025,0.201,0.049,0,0.202,0.026,0
0,0.175,0,0.011,0.046,0.105,0
0.01,0.201,0.02,0.017,0,0.079,0.025
0.02,0.095,0.02,0.011,0,0.026,0.025
0.005,0,0.02,0,0,0.053,0.051
0.005,0.021,0.04,0,0.025,0.026,0.051
0.035,0,0.079,0.061,0.025,0.039,0.025
0.08,0,0.059,0.028,0.035,0.079,0
0.015,0,0.119,0,0.152,0.039,0
0,0.005,0.158,0,0.187,0,0
0,0.005,0.109,0.061,0.116,0.026,0
0,0.016,0.059,0.105,0.137,0.013,0
0,0,0.099,0.006,0.137,0,0
0,0,0.119,0,0.066,0,0
0.035,0,0.079,0,0.066,0.026,0.025
0.045,0,0.049,0.006,0.01,0.013,0
0.03,0.005,0.02,0.006,0,0.026,0
0.03,0,0.01,0.022,0,0.026,0
0.01,0.005,0.03,0,0,0.013,0
0.03,0.016,0.059,0.017,0,0,0.025
0.01,0.074,0.089,0.011,0,0.105,0.025
0,0.085,0.158,0.05,0,0.039,0
0,0.09,0.198,0.094,0,0.053,0
0,0.026,0.099,0.017,0.025,0.013,0
0.08,0.079,0.079,0,0.025,0.013,0
0.04,0,0.316,0.16,0.076,0.066,0.101
0.01,0,0.464,0.231,0.035,0.158,0.202
0.005,0.026,0.336,0.27,0.01,0.211,0.354
0.025,0.048,0.277,0.27,0.02,0.211,0.354
0.055,0.026,0.237,0.281,0.01,0.303,0.429
0.095,0.011,0.119,0.331,0,0.408,0.48
0.19,0.053,0.02,0.369,0,0.316,0.379
0.16,0.106,0.03,0.331,0,0.145,0.328
0.19,0.249,0.059,0.298,0,0.132,0.354
0.236,0.333,0.049,0.325,0,0.105,0.379
0.336,0.349,0.01,0.441,0,0.224,0.53
0.17,0.439,0.049,0.358,0,0.237,0.429
0.155,0.566,0.109,0.226,0,0.184,0.354
0.19,0.577,0.109,0.165,0,0.132,0.227
0.15,0.365,0.02,0.11,0,0.053,0.025
0.08,0.413,0,0.077,0,0.053,0.025
0.075,0.386,0.069,0.028,0,0.013,0
0.075,0.365,0.128,0,0,0,0
0.04,0.471,0.03,0,0,0.013,0
0.035,0.598,0.109,0.017,0,0.053,0.051
0.05,0.561,0.089,0.028,0,0.079,0.025
0.075,0.323,0.079,0.028,0,0.066,0
0.095,0.164,0.099,0.028,0,0.026,0
0.075,0.09,0.049,0.077,0,0.105,0.025
0.065,0.111,0.059,0.16,0.01,0.329,0.227
0.1,0.185,0.04,0.204,0.051,0.263,0.328
0.13,0.37,0,0.237,0.076,0.276,0.354
0.08,0.471,0,0.463,0.061,0.368,0.354
0.13,0.492,0.01,0.397,0.035,0.395,0.379
0.12,0.386,0.069,0.347,0.066,0.276,0.253
0.095,0.217,0.198,0.375,0.096,0.237,0.227
0.135,0.296,0.198,0.386,0.056,0.303,0.253
0.15,0.333,0.247,0.336,0.005,0.276,0.202
0.145,0.418,0.287,0.281,0.015,0.197,0.227
0.155,0.413,0.237,0.237,0.02,0.118,0.227
0.125,0.254,0.138,0.138,0.015,0.079,0.101
0.311,0.037,0.494,0.143,0.086,0.197,0.101
0.306,0.063,0.474,0.094,0.253,0.105,0.379
0.256,0.069,0.652,0.006,0.253,0.408,0.556
0.356,0.053,0.405,0.11,0.228,0.408,0.455
0.301,0.063,0.217,0.287,0.137,0.342,0.177
0.276,0.085,0.534,0.309,0.111,0.237,0.202
0.521,0.079,0.741,0.198,0.071,0.184,0.278
0.476,0.063,0.791,0.05,0.04,0.224,0.227
0.17,0.026,0.613,0.143,0.01,0.158,0.152
0.04,0.011,0.534,0.094,0,0.066,0.051
0,0,0.593,0.028,0,0.039,0
0.02,0.005,0.494,0.006,0.071,0.026,0
0,0.005,0.237,0,0.243,0.039,0.101
0.01,0.005,0.306,0.017,0.005,0.092,0.202
0.04,0,0.296,0.094,0.061,0.211,0.177
0.07,0,0.208,0.121,0.081,0.145,0.227
0.1,0,0.188,0.121,0.222,0.197,0.303
0.085,0,0.168,0.231,0.384,0.263,0.404
0.075,0,0.188,0.209,0.43,0.355,0.379
0.12,0,0.148,0.253,0.379,0.395,0.253
0.251,0,0.158,0.231,0.47,0.355,0.253
0.155,0,0.158,0.198,0.425,0.25,0.202
0.13,0,0.198,0.154,0.445,0.197,0.177
0.145,0,0.217,0.215,0.445,0.224,0.202
0.105,0,0.217,0.242,0.369,0.25,0.328
0.12,0,0.296,0.193,0.465,0.197,0.328
0.216,0.005,0.336,0.077,0.364,0.145,0.379
0.185,0.011,0.326,0.022,0.293,0.053,0.202
0.12,0.011,0.247,0.022,0.253,0.092,0.076
0.19,0.011,0.227,0.121,0.162,0.132,0.025
0.316,0.026,0.208,0.121,0.066,0.092,0
0.286,0.063,0.237,0.077,0.096,0.053,0
0.311,0.201,0.366,0.121,0.217,0.039,0.025
0.281,0.18,0.543,0.209,0.162,0.066,0.051
0.291,0.063,0.514,0.242,0.157,0.105,0.025
0.226,0.111,0.613,0.303,0.207,0.224,0.101
0,0.148,0,0,0.005,0.053,0
0,0.254,0,0.006,0.015,0.092,0.025
0,0.302,0.01,0.028,0.03,0.079,0
0,0.439,0,0.017,0.04,0.053,0.025
0,0.524,0,0.006,0.03,0.026,0
0,0.534,0,0,0.01,0.053,0.025
0,0.466,0,0.099,0,0.158,0.101
0.04,0.487,0,0.138,0,0.079,0.051
0.045,0.587,0.01,0.044,0.01,0.066,0.025
0,0.55,0.049,0.017,0.01,0.066,0.051
0,0.529,0.089,0.017,0.005,0.079,0.076
0.01,0.349,0.059,0.11,0,0.013,0.177
0.025,0.286,0,0.055,0,0,0.101
0.02,0.439,0,0.044,0,0,0.101
0.095,0.624,0,0.077,0.005,0,0.126
0.11,0.614,0.03,0.083,0.015,0,0.126
0.15,0.672,0.04,0.154,0.005,0.039,0.076
0.14,0.698,0.099,0.165,0.015,0.171,0.126
0.145,0.582,0.198,0.061,0.005,0.092,0.025
0.14,0.497,0.267,0.061,0.015,0.066,0.152
0.18,0.529,0.395,0.121,0,0.118,0.101
0.216,0.667,0.356,0.006,0,0.066,0.126
0.211,0.709,0.198,0,0,0.039,0.101
0.095,0.704,0.277,0.017,0,0,0
0.105,0.677,0.247,0.006,0,0.026,0
0.16,0.624,0.494,0.066,0,0.171,0.379
0.281,0.397,0.87,0.055,0.025,0.303,0.379
0.381,0.302,0.909,0.121,0.071,0.329,0.379
0.356,0.397,0.879,0.253,0.167,0.382,0.429
0.266,0.328,0.731,0.369,0.167,0.342,0.379
0.306,0.481,0.613,0.397,0.137,0.316,0.253
0.311,0.455,0.366,0.331,0.303,0.276,0.202
0.271,0.302,0.247,0.281,0.41,0.263,0.227
0.231,0.132,0.188,0.314,0.475,0.303,0.227
0.246,0.069,0.198,0.391,0.415,0.382,0.379
0.261,0.164,0.326,0.397,0.384,0.368,0.48
0.035,0,0.02,0.006,0.035,0,0
0.005,0,0,0,0.056,0.013,0
0.01,0,0.01,0,0.086,0.026,0
0.075,0.005,0.02,0,0.111,0.013,0
0.115,0,0.02,0.017,0.096,0.026,0
0.095,0,0.02,0.017,0.086,0.013,0
0.08,0,0.079,0.006,0.116,0.013,0
0.075,0,0.128,0.006,0.298,0.013,0
0.08,0,0.148,0,0.42,0.013,0
0.065,0.011,0.119,0,0.44,0.013,0
0.065,0.026,0.089,0,0.45,0,0
0.04,0.032,0.079,0,0.394,0,0
0.03,0.048,0.059,0,0.217,0,0
0.04,0.079,0.03,0,0.101,0,0
0.015,0.164,0.01,0,0.005,0.026,0
0,0.238,0.01,0,0,0.026,0
0.005,0.423,0,0,0,0.013,0
0,0.64,0,0,0,0.026,0
0,0.778,0,0,0.046,0.026,0
0,0.513,0.01,0,0.061,0.026,0.025
0,0.529,0.03,0,0.071,0.039,0.076
0,0.683,0.079,0,0.046,0.039,0.076
0,0.714,0.059,0.006,0.051,0.066,0.025
0,0.714,0.049,0.006,0.025,0.079,0.101
0,0.847,0.059,0.028,0,0.053,0.051
0,0.868,0.049,0.011,0,0.013,0
0,0.852,0.079,0,0,0.013,0
0.01,0.762,0.049,0,0.005,0.013,0
0,0.598,0.03,0.006,0.04,0.039,0
0,0.497,0.069,0.006,0.056,0.066,0.051
0.005,0.466,0.069,0.033,0.071,0.118,0.051
0.03,0.497,0.079,0.028,0.066,0.066,0
0.02,0.434,0.089,0.033,0.162,0.066,0.025
0.005,0.434,0.109,0.011,0.228,0.079,0
0,0.386,0.158,0,0.369,0.039,0
0,0.413,0.208,0.011,0.319,0.039,0
0.1,0.085,0.02,0.011,0.243,0,0
0.115,0.095,0.089,0,0.172,0,0
0.195,0.127,0.079,0,0.273,0,0
0.206,0.169,0.049,0.017,0.258,0.013,0
0.185,0.111,0.049,0.039,0.238,0.013,0
0.201,0.085,0.059,0.033,0.187,0.039,0
0.246,0.101,0.069,0,0.177,0.013,0
0.175,0.153,0.04,0,0.137,0,0
0.15,0.111,0.02,0,0.061,0,0
0.175,0.074,0.04,0,0.01,0,0
0.115,0.037,0.069,0,0,0.013,0
0,0.037,0.059,0,0,0.026,0
0,0.021,0.069,0,0,0.013,0
0,0.005,0.059,0.022,0,0.039,0
0,0.016,0.04,0.039,0.005,0.053,0
0,0.032,0.049,0.022,0.025,0.066,0
0,0.021,0.04,0.028,0.046,0.053,0
0,0.005,0.059,0.039,0.051,0.066,0.025
0,0,0.059,0.061,0.071,0.066,0.025
0,0,0.049,0.061,0.131,0.092,0
0,0.005,0.02,0.033,0.425,0.053,0
0,0.005,0,0.028,0.506,0.039,0
0,0,0.01,0,0.394,0.013,0
0,0,0.02,0,0.278,0,0
0,0,0,0,0.142,0,0
0,0,0.01,0,0.106,0,0
0,0.005,0,0,0.101,0,0
0,0.069,0,0.011,0.111,0,0
0,0.111,0,0.039,0.091,0,0
0,0.127,0,0.05,0.02,0.053,0
0,0.175,0,0.127,0.02,0.079,0.025
0,0.095,0,0.231,0.005,0.184,0.101
0,0.148,0,0.386,0,0.211,0.126
0,0.19,0,0.408,0,0.184,0.126
0,0.116,0,0.314,0,0.197,0.177
0,0.196,0,0.309,0.046,0.224,0.202
0,0,0.049,0,0.081,0,0
0,0,0.01,0,0.071,0,0
0,0,0,0,0.03,0,0
0,0,0,0,0.01,0.013,0
0,0.016,0.03,0,0,0.013,0
0,0.042,0.059,0,0.005,0.013,0
0,0.042,0.059,0,0.015,0.013,0
0,0.09,0.049,0,0.03,0.013,0
0,0.127,0.059,0,0.015,0,0
0,0.074,0.069,0,0.015,0,0
0.01,0.032,0.069,0,0,0,0
0.03,0.042,0.04,0,0,0,0
0.015,0.026,0.03,0,0,0,0
0.01,0.037,0.03,0,0,0,0
0.01,0.048,0.01,0,0,0,0
0,0.048,0.01,0,0.005,0,0
0.025,0.053,0,0,0.015,0,0
0.1,0.053,0.03,0,0.015,0,0
0.1,0.026,0.02,0,0.005,0,0
0.06,0.026,0.03,0,0,0,0
0.04,0.026,0,0,0,0,0
0.03,0.026,0,0,0,0,0
0,0.021,0,0,0,0,0
0,0.005,0,0,0,0,0
0,0.011,0,0,0,0,0
0,0.016,0.04,0,0,0,0
0,0.016,0.049,0,0,0,0
0,0,0.02,0,0,0,0
0,0.016,0.059,0,0,0.013,0
0,0.021,0.04,0,0,0.013,0
0,0.042,0.049,0,0,0.026,0
0.005,0.085,0.049,0,0,0.013,0
0.065,0.095,0.069,0,0,0.013,0
0.05,0.095,0.03,0,0,0.013,0
0.08,0.122,0.01,0,0,0,0
0.11,0.079,0,0,0,0.013,0
0.08,0.127,0.049,0.237,0.298,0.211,0.101
0.115,0.175,0.079,0.259,0.354,0.25,0.202
0.271,0.201,0.109,0.309,0.41,0.303,0.253
0.236,0.153,0.109,0.242,0.41,0.224,0.253
0.251,0.132,0.217,0.165,0.324,0.303,0.303
0.261,0.148,0.227,0.314,0.248,0.342,0.278
0.19,0.095,0.257,0.353,0.192,0.355,0.303
0.185,0.026,0.247,0.358,0.167,0.316,0.202
0.201,0,0.148,0.391,0.152,0.224,0.152
0.195,0,0.089,0.298,0.147,0.145,0.101
0.281,0.005,0.099,0.253,0.126,0.145,0.101
0.185,0.085,0.138,0.204,0.005,0.092,0.051
0.04,0.243,0.109,0.094,0,0.066,0.025
0.025,0.27,0.138,0.017,0,0.079,0
0.035,0.212,0.158,0.072,0,0.118,0.051
0.185,0.122,0.128,0.364,0,0.329,0.278
0.421,0.085,0.237,0.215,0,0.25,0.404
0.356,0.026,0.415,0.248,0,0.684,0.758
0.376,0,0.543,0.793,0,0.75,0.783
0.612,0.011,0.514,0.529,0,0.566,0.581
0.762,0.011,0.494,0.446,0,0.395,0.354
0.406,0.063,0.356,0.353,0,0.303,0.354
0.426,0.085,0.375,0.303,0,0.092,0.253
0.501,0.201,0.435,0.281,0,0.053,0.051
0.471,0.238,0.267,0.336,0,0.053,0
0.306,0.159,0.188,0.165,0,0.092,0.076
0.261,0.254,0.227,0.033,0,0.026,0.126
0.346,0.254,0.267,0.028,0,0,0.025
0.406,0.085,0.277,0.066,0,0,0
0.411,0.053,0.217,0.165,0,0.066,0
0.361,0.058,0.109,0.193,0,0.026,0
0.281,0.069,0.079,0.132,0,0.079,0
0.281,0.074,0.089,0.193,0,0.079,0
0.291,0.085,0.089,0.176,0,0.053,0
0.276,0.122,0.138,0.066,0,0.026,0
0.18,0.106,0.089,0.039,0,0,0
0,0.048,0.01,0,0,0.026,0.025
0,0.011,0.03,0,0,0.026,0
0,0,0.04,0,0,0.013,0
0.01,0,0.03,0,0,0,0
0,0,0.04,0,0.005,0.013,0
0,0,0.079,0,0.02,0.079,0.025
0,0,0.099,0.077,0.015,0.118,0.051
0,0,0.059,0.16,0.015,0.132,0.101
0,0,0.049,0.16,0.046,0.118,0.076
0,0,0.059,0.16,0.035,0.105,0.051
0.02,0,0.099,0.077,0.046,0.092,0.051
0.075,0.016,0.089,0.066,0.056,0.092,0.051
0.065,0.048,0.069,0.044,0.096,0.118,0.101
0.035,0.106,0.079,0.127,0.096,0.184,0.152
0,0.111,0.049,0.176,0.061,0.25,0.278
0.065,0.069,0.04,0.198,0.035,0.276,0.354
0.075,0.101,0.03,0.204,0.015,0.395,0.429
0.005,0.069,0.01,0.22,0,0.329,0.328
0,0.037,0.03,0.231,0,0.276,0.278
0,0.032,0.04,0.231,0,0.197,0.354
0.02,0.011,0.069,0.231,0,0.184,0.354
0,0.011,0.049,0.154,0,0.184,0.227
0,0.127,0.069,0.105,0,0.132,0.126
0,0.159,0.079,0.094,0,0.132,0.101
0,0.132,0.059,0.011,0,0.026,0.051
0,0.111,0.099,0,0,0.026,0.025
0,0.106,0.138,0,0,0.039,0.025
0.005,0.169,0.148,0,0,0.013,0
0.015,0.19,0.138,0,0.015,0.013,0
0.03,0.169,0.128,0,0.015,0.026,0
0.025,0.153,0.168,0.028,0.015,0.079,0
0.01,0.148,0.148,0.127,0.015,0.118,0.076
0,0.122,0.099,0.099,0.035,0.118,0.126
0.025,0.122,0.049,0.094,0.025,0.132,0.101
0.055,0.18,0.04,0.066,0.01,0.105,0.076
0.065,0.196,0.04,0.05,0.005,0.132,0.101
0.125,0.116,0.217,0.375,0.404,0.618,0.682
0.16,0.101,0.287,0.452,0.334,0.579,0.606
0.266,0.132,0.366,0.496,0.313,0.526,0.48
0.331,0.143,0.405,0.523,0.415,0.553,0.404
0.411,0.45,0.425,0.507,0.278,0.553,0.581
0.371,0.011,0.346,0.38,0.263,0.447,0.657
0.316,0.037,0.336,0.435,0.364,0.316,0.48
0.346,0,0.267,0.485,0.384,0.263,0.379
0.306,0.153,0.188,0.397,0.157,0.382,0.53
0.637,0.09,0.208,0.022,0.01,0.039,0.076
0.371,0.048,0.257,0,0.303,0.013,0.025
0.045,0.005,0.03,0,0.308,0.026,0.051
0.06,0.016,0,0.028,0.126,0.039,0.051
0.065,0,0.089,0.05,0.288,0.171,0.051
0.055,0,0.138,0.198,0.131,0.184,0.101
0.125,0,0.069,0.242,0.253,0.171,0.101
0.175,0,0.119,0.138,0.233,0.079,0.051
0.09,0,0.208,0.154,0.167,0.079,0
0.155,0,0.316,0.127,0.147,0.066,0.025
0.125,0.011,0.257,0,0.076,0,0
0.07,0.016,0.138,0,0.035,0,0
0.08,0.021,0.623,0,0.04,0,0
0.05,0.016,0.208,0,0.131,0.013,0
0.065,0.005,0.178,0,0.066,0.013,0
0.03,0.021,0.158,0,0.02,0,0
0.02,0.021,0.099,0,0,0,0
0.005,0.016,0.079,0,0.01,0,0
0.045,0.016,0.168,0,0.005,0,0
0.01,0.016,0.089,0,0,0,0
0.065,0.016,0.079,0.033,0,0.013,0
0.075,0.042,0.04,0.083,0,0.079,0
0.095,0.016,0.049,0.017,0.025,0.039,0
0.025,0,0.02,0,0.04,0.026,0
0.005,0,0,0,0.046,0.013,0
0.06,0,0,0,0.035,0,0
0.03,0,0,0,0.046,0,0
0.596,0.296,0.395,0.694,0.905,0.461,0.505
0.687,0.286,0.385,0.744,0.804,0.421,0.429
0.637,0.159,0.356,0.667,0.743,0.382,0.354
0.466,0.153,0.257,0.573,0.814,0.316,0.303
0.356,0.185,0.366,0.435,0.854,0.237,0.253
0.411,0.217,0.504,0.32,0.88,0.171,0.177
0.441,0.228,0.682,0.248,0.829,0.118,0.101
0.446,0.201,0.751,0.226,0.814,0.132,0.051
0.421,0.132,0.524,0.198,0.728,0.132,0.076
0.386,0.079,0.346,0.044,0.531,0.145,0.126
0.311,0.138,0.277,0.077,0.511,0.079,0.076
0.17,0.132,0.257,0.044,0.602,0.184,0.101
0.09,0.127,0.188,0.022,0.571,0.132,0.227
0.095,0.111,0.217,0.011,0.324,0.079,0.177
0.125,0.143,0.208,0.017,0.187,0.039,0.076
0.155,0.127,0.247,0,0.319,0.026,0
0.175,0.106,0.306,0,0.197,0,0
0.155,0.143,0.277,0,0.319,0,0
0.12,0.111,0.188,0,0.364,0,0
0.09,0.09,0.128,0,0.425,0,0
0.105,0.074,0.089,0,0.359,0.013,0
0.095,0.048,0.02,0,0.243,0.013,0
0.115,0.032,0,0,0.278,0,0
0.065,0.042,0,0,0.142,0,0
0.005,0.032,0,0,0.071,0,0
0,0.005,0,0,0.046,0.013,0
0,0.021,0,0.006,0.076,0.039,0
0,0.042,0,0.006,0.121,0.079,0.025
0.02,0.005,0.03,0.011,0.248,0.079,0
0.015,0.021,0.059,0.088,0.359,0.158,0.025
0.03,0.005,0.02,0.116,0.303,0.145,0.076
0.065,0,0.079,0.088,0.248,0.118,0.025
0.075,0,0.494,0.127,0.131,0.118,0.076
0.09,0,0.02,0.099,0.096,0.132,0.051
0.07,0,0.178,0.121,0.131,0.066,0
0.075,0,0.208,0.116,0.076,0.092,0.025
0.025,0.011,0.01,0,0.015,0,0
0.08,0.079,0,0,0.01,0,0
0.1,0.069,0,0,0.03,0,0
0.135,0.053,0,0,0.035,0,0
0.145,0.026,0.049,0.006,0.035,0.039,0
0.13,0.026,0.04,0,0.025,0.026,0
0.1,0.058,0.119,0.028,0.091,0.013,0
0.055,0.079,0.158,0.077,0.076,0.092,0.025
0.06,0.169,0.099,0.088,0.01,0.039,0
0,0.407,0.089,0,0,0.013,0
0,0.296,0.138,0,0.005,0.026,0.025
0.005,0.132,0.119,0.011,0.056,0.066,0.076
0.015,0.063,0.128,0.072,0.02,0.092,0.076
0.09,0.032,0.168,0.121,0.106,0.263,0.227
0.095,0.026,0.158,0.27,0.137,0.289,0.303
0.185,0,0.138,0.27,0.157,0.276,0.278
0.236,0,0.158,0.386,0.04,0.289,0.303
0.371,0,0.158,0.292,0.02,0.224,0.328
0.366,0.005,0.178,0.209,0,0.118,0.278
0.431,0.095,0.119,0.182,0,0.145,0.177
0.431,0.132,0.128,0.143,0,0.092,0.051
0.376,0.228,0.128,0.149,0,0.053,0.025
0.331,0.254,0.079,0.072,0,0.026,0
0.306,0.265,0.04,0.006,0,0,0
0.251,0.122,0,0.006,0,0.013,0
0.175,0.143,0,0.099,0.015,0.118,0.051
0.266,0.132,0.02,0.253,0.015,0.237,0.177
0.356,0.196,0.01,0.132,0.061,0.447,0.379
0.286,0.238,0.01,0.011,0.303,0.395,0.455
0.11,0.402,0.119,0.028,0.278,0.053,0.177
0.04,0.471,0.158,0,0.121,0.026,0.076
0.005,0.339,0.099,0,0.212,0,0.025
0,0.286,0.069,0,0.303,0.066,0.076
0.015,0.249,0.158,0,0.167,0.158,0.328
0.135,0.286,0.267,0.182,0.167,0.197,0.328
0.231,0.307,0.296,0.369,0.222,0.329,0.455
0.08,0.042,0.375,0.105,0.066,0.079,0.076
0.065,0.016,0.128,0.022,0.051,0.066,0.025
0.05,0,0.198,0,0.061,0.053,0.076
0.015,0,0.306,0.006,0.091,0.132,0.152
0.015,0.021,0.425,0.006,0.066,0.079,0.025
0,0.005,0.366,0.011,0.056,0.026,0
0,0,0.237,0,0.066,0.013,0
0,0,0.168,0,0.081,0.026,0
0,0,0.178,0,0.071,0,0
0,0,0.059,0,0.056,0,0
0,0,0.04,0,0.02,0,0
0,0,0.02,0,0.025,0,0
0,0,0.049,0,0.056,0.026,0
0,0,0.059,0.006,0.061,0.066,0.051
0.015,0.016,0.059,0.028,0.04,0.066,0.051
0.085,0.037,0.119,0.083,0.035,0.118,0
0.11,0.042,0.079,0.028,0.066,0.118,0.076
0.02,0.042,0.049,0.077,0.081,0.066,0
0.075,0.058,0.089,0.094,0.076,0.039,0
0.19,0.095,0.119,0.127,0.076,0.053,0.076
0.12,0.101,0.257,0.094,0.061,0.25,0.429
0.16,0.069,0.405,0.242,0.04,0.263,0.202
0.125,0.122,0.583,0.386,0.061,0.368,0.328
0.13,0.074,0.771,0.099,0.131,0.566,0.455
0.175,0.116,0.573,0.094,0.248,0.592,0.505
0.15,0.106,0.287,0.127,0.101,0.145,0.455
0.14,0.106,0.306,0.099,0.212,0.145,0.126
0.075,0.138,0.267,0.011,0.111,0.118,0.101
0.03,0.217,0.237,0.028,0.101,0.118,0.101
0.055,0.111,0.217,0.099,0.061,0.184,0.253
0.16,0.148,0.168,0.121,0.005,0.105,0.126
0.201,0.148,0.119,0.143,0,0.132,0.051
0.411,0.138,0.069,0.066,0,0.039,0
0.471,0.116,0.04,0.083,0.01,0.026,0
0.406,0.069,0.03,0.11,0.025,0.013,0
0.321,0.037,0.01,0.121,0.015,0.013,0
0.16,0.095,0.217,0.204,0.137,0.171,0.076
0.14,0.09,0.366,0.143,0.131,0.145,0.253
0.221,0.063,0.425,0.033,0.106,0.158,0.48
0.251,0.063,0.385,0,0.116,0.066,0.707
0.155,0.053,0.375,0,0.091,0.039,0.278
0.07,0.074,0.375,0,0.121,0.039,0
0.05,0.042,0.366,0,0.182,0,0
0.045,0.032,0.287,0,0.207,0,0
0.04,0.016,0.227,0,0.172,0,0
0.125,0.016,0.128,0.044,0.066,0.066,0
0.17,0.058,0.247,0.022,0.066,0,0
0.125,0.101,0.455,0,0.207,0,0
0.07,0.106,0.128,0.022,0.121,0.013,0
0.095,0.063,0.069,0.011,0.061,0.053,0
0.175,0,0.059,0,0.046,0.066,0.025
0.311,0,0.059,0,0.071,0.039,0.025
0.216,0.005,0.109,0.011,0.147,0.026,0.051
0.206,0.026,0.128,0.066,0.303,0.053,0.051
0.195,0.048,0.089,0.072,0.288,0.092,0.051
0.195,0.095,0.089,0.061,0.202,0.066,0.051
0.251,0.122,0.079,0.066,0.152,0.053,0.025
0.281,0.164,0.049,0.072,0.147,0.053,0
0.341,0.185,0.04,0.017,0.142,0,0
0.301,0.074,0.02,0,0.298,0.013,0
0.175,0.063,0.01,0.055,0.313,0.013,0
0.13,0.063,0,0.16,0.329,0.026,0
0.216,0.101,0,0.116,0.354,0.026,0
0.286,0.085,0,0.094,0.324,0.026,0
0.281,0.042,0,0.11,0.288,0.053,0.025
0.306,0.005,0,0.132,0.187,0.053,0
0.336,0,0,0.083,0.182,0.026,0
0.351,0,0,0.044,0.111,0.053,0
0.381,0,0,0.028,0.076,0.039,0
0.201,0,0.01,0.006,0.061,0.026,0.025
0.11,0.026,0.03,0.033,0.046,0.026,0
0.13,0.185,0.03,0.011,0.091,0.026,0
0.05,0,0.119,0,0.096,0.026,0
0.055,0,0.059,0,0.081,0.013,0
0.05,0,0.04,0,0.071,0.026,0
0.02,0,0.059,0,0.081,0.026,0
0.01,0,0.089,0,0.081,0.039,0
0.005,0,0.119,0.006,0.061,0.079,0.025
0,0,0.109,0.017,0.04,0.132,0.126
0,0,0.099,0.033,0.03,0.118,0.126
0,0,0.089,0.072,0.015,0.118,0.101
0,0,0.03,0.033,0.005,0.092,0.051
0,0,0.02,0.006,0,0.053,0
0.005,0,0.01,0,0,0.013,0
0.03,0,0.01,0,0,0,0
0.05,0.011,0.049,0,0,0,0
0.065,0.032,0.049,0,0,0.026,0
0.05,0.011,0.01,0,0,0.039,0.025
0.015,0,0,0,0,0.013,0.025
0.03,0.016,0.02,0.028,0,0.026,0.051
0.045,0.085,0.03,0.138,0,0.092,0.126
0.015,0.085,0.049,0.204,0,0.132,0.177
0.005,0.074,0.069,0.22,0,0.066,0.152
